user_id,business_id,stars
WtmmtVkui7AjVIZvnqQHwg,8K5fQnv3YZIIhERyU82UBg,4.0
OLR4DvqFxCKLOEHqfAxpqQ,W8apgXmOxESpoL_EeogC5w,5.0
y8O9mVz9FRyGksAd_pO5mA,Ia-1IUh00e_5ie90ju-hpw,1.0
3vGiPNH4yCAj88-kfdvbjw,cKdox2gt3L1Dbb7MpOPdWg,4.0
w2PyT_BYJSHOlCyxh8LzzQ,IB8zLlGraOg9LU7qQVLPyg,4.0
YMgZqBUAddmFErxLtCfK_w,J4CATH00YZrq8Bne2S4_cw,4.0
TwjiWvK0ZP15lzGC049oIQ,eAc9Vd6loOgRQolMXQt6FA,4.0
N3W4nLE-nVKevzyI3_B4Fw,mtWFEF2yTAALgBKZPuxkGw,3.0
U2A_9kuWAMpvCObHrrSM_w,8I2XBrjf4rOEWx7pnKpVeg,3.0
0fr3gtuZZExwdUHAChLW3g,9ET_RUNztevq4_OLAX80Gg,2.0
AJcwRgdkHtu3kOrEKlXq8A,RWd83o4drIOE60W1meaESA,4.0
rQLEfpfSjVK-3dBmIMKZDA,Hp8k_RpSIWSeJguyaQpfIw,4.0
ys-6BWxpS1BpUkHZA9oLqQ,vpEeL1NA7rRyu0aD_g313Q,3.0
W9_D98atQWeuQCO_pV2apQ,Cdk3wRR7TwJb1JW7agPJXw,4.0
nkSf1NKWFGiAyrnCa-A5UA,5UNKDcEJC1FziV7uBczzfA,3.0
7k5I6nL-4ywRFEjrvr8FBQ,DMMEWBNOJhB9nG_2J1lYvg,3.0
ALw8EN21lby0vWtfD6JfIw,GPX3TnZ0-4pAxKPJUESbeA,4.0
f-ysez9SJSosLUON1BihWg,F2pfjAZ_3dMTGCKv6c5wOw,5.0
3nIuSCZk5f_2WWYMLN7h3w,oBX1gy7oj6w6W3VocRQaGw,5.0
XkXhvRmzyKzTaqXcmfAsXA,wvCU61bSTtO8Cj7dhyrfMw,3.0
asQKc9i0VDkaz_9iBCwhvg,lVPsa96DlMttMJqJSTzzTQ,3.0
kwRYb-bNRuXhUpjrGkzR0Q,1HWH_BE_wMfX88cRoH-NCQ,4.0
pspJkQgUOap1OjTZVMbdsQ,qVhFe0aIoNSBxfLReS3-PQ,5.0
z66KKknqWzFBWZb0GbEi2g,OvpsY22rHaYWBCRjGjVpZg,5.0
4_YXHsStJdeo3w3C7crAkw,2Cmpz9lgr-wfOLAwgUf79g,3.0
UgolKvzsn6I6SXhSiqm8dA,K2lscpx0S9wpqNz0s9AIwQ,3.0
-RxPtMYPpGWjS0u-fqA_JA,WFB1fn8rWNukmmIfTg6AMw,4.0
M_UuEwc_HoqPhqgEzkjPrg,kPr9rYEkGwbRLgUHvKljQQ,4.0
NhgU7RhuYYFmpkb1jlYJ6Q,ICdoTODBaprN0UReete9VQ,4.0
upQW7sPfOfh0brmyq2byEg,AV6weBrZFFBfRGCbcRGO4g,4.0
wilYYikurjPDtA-0sTQ5vw,wcLH-Sg2Ef3YfEaWRHufMA,5.0
48WXHO2jOnl6D2XmzqEnRQ,rp1TgQObnIIRZw3fHWSwJA,4.0
0sOleKBI26BKfpW0SEG6Fw,__pTR2Zcmofr_1FpAaQZhA,3.0
F3dKpfp0EpxkL-rDZSKzvA,0v8icS8wOOgEDiHDCOQkZQ,5.0
HbEqM1xhXU4azm_QguRYSQ,XlasIJaHS0UCJavGv0ZF8w,4.0
57tf_RmT5o3BiFj2gpV-Jg,zi-SYWaEyUGQST074-wN4Q,4.0
JL2Ogxq70suesQqDY47YUA,Aov96CM4FZAXeZvKtsStdA,4.0
fqz6TBmIdWR8sQOOIyzB7g,p4qvXkb34X8hgidxEZ33Gw,5.0
rgPpseopRnL7OemuToyVDQ,SktLID5_ywSlgVE-h3NB3Q,3.0
uNxXIIFzjHm5r62UTyVjrQ,BxKe9Xt_fN6qBzrTofHuEQ,5.0
Nlw4qbIl_1Iz_Aogagv5ew,nIJr76IGIGS3nkmieY3Vow,4.0
ypm9IB9iZkwY71FKkYeLkg,ujHiaprwCQ5ewziu0Vi9rw,4.0
Ytjon2aVUm09CMdfGJxZYg,S1zlGFu9fi5-QmVpGqsKsA,4.0
yQo3_HxIz6gS1y-INKaY9Q,LnkkArYSmU9pYRWOO6oPzw,2.0
BLaAsCSh6WI4pSnb1N3IYw,sOYsxYYFl03PhHmz_rBDZQ,4.0
7Vfy39A_totC-w70qZi0MA,3Jq5LfJ5fmJ5KmuA6VHmzw,4.0
oV6h4n33PBH0cs5M3FIuKg,kYD9E14AijONhJ7rFsyLrg,5.0
p9942XebvxZ9ubHm4SXmMQ,DYAorbxOyubUB_wtQRCdug,5.0
ndQnATo5vJ-x4YCIVOUAFQ,KWfLQddMBZNoh1bVcgASfA,4.0
yPFB_NuRX4W_nAkxnTKxhQ,6xgcHeLad-VaoTIQewK84A,5.0
B_4cl4IGRqYb0wQSe-rYjQ,GghMYcxRa-idHDb6kqP4BA,5.0
VvYC7DUlWds5H2fs8nyeUQ,fcWkZgmzRsm3H4egzSrV_A,3.0
ZhfC1izXG4YY7gkqyAzGOg,LmhcVUK8AAffwG6RTM4cqw,5.0
WPNPOHwyyzDH2QBI9ketcg,T2tEMLpTeSMxLKpxwFdS3g,3.0
flV6Cp3M2vHcqFBcCrGS1A,D1lAVtlav4atQTJnIvtcpw,3.0
Hc2tC2TDMD1wDjp8aCq7jA,kT9SuRVTapbDgFGMcg1Rqg,4.0
XGufJ5VHHUr2uv2RJt9E9Q,rdE9gg0WB7Z8kRytIMSapg,5.0
cCke3VtFLtqgzkgYSrSE2g,3GuqcEYaF1d1WXcwOX5xPw,4.0
oH8VRfBM32i8hfmgliQPmg,U9nXdynQ2YR5xYx8tM3S7w,1.0
LQG9wFTmscbAATp8QWj1hg,h_4dPV9M9aYaBliH1Eoeeg,5.0
SEjTiFWh_a3g-yGAIVgUoQ,5CqM8dr3d3LI_B-1_-5U7A,4.0
UgAl1BXZjJWUAdvVixwhew,5XX1w4WbwSlrACQ5vKuLDw,5.0
ZrN6jjXI41GP7Oieae6CNQ,9HWdRtNS0q4_UkEvL14IfA,3.0
oWW9QRDFfAtYDqIyVQsOcA,goZV-PlwLJOB8s5O3GruxA,4.0
p0hlNNwzFxKxt7feNvbN7Q,q6-SF8zHFU1AWO70k92o1Q,4.0
Z88N6qly3Dp5C06XbZ9IMQ,mw6g4_dXp-FISBujPUuDLw,4.0
Qkey-Jvxi6GdT1sIR5JoSg,N5nB7bt89WYvobTGIP1vPA,4.0
Lfv4hefW1VbvaC2gatTFWA,xLy3aWEbtpoUSVdjuHBS0A,3.0
qbjF0SFMb7KQfJjU4MDfVQ,Lo_kU1f3Jd1qCQNrUVeo_w,5.0
pxsrt7p6XrEmL1IXTvxfwQ,9LhjwydymRBewnm-dVMimw,2.0
twkMzQGzP3umqj3VjoiZKQ,DQtxU4uae3MzlnP_JZXqPQ,4.0
oYsicJTCCtLR3sGROi4ifw,zddu9KdKIgmdhU7sNFqppQ,4.0
zFL4oW2ipBFwas8754XFGQ,VfYjrvBqXDttErkUi_6_7w,5.0
BrqGnby6aahIOc0N_1x0Bg,jQJYvzUFsz9ytI1AzW0dyQ,5.0
A-U-K9z9oraMH7eBZW1dOA,uDb1lOfDhl_VLmAbYvp-vQ,4.0
vDruvdp7fPNcTYg0Gvkv1A,r_BrIgzYcwo1NAuG9dLbpg,4.0
Znid_azpcHmdRMHGicmkWA,vl2IZrNJEA8npSjqXbdwxw,5.0
NDhDMKqSiBc0L06jKlFnmg,I6ICIIZfZsp_J9hHmfhWhQ,4.0
CBRLYbUM_t6YQte7LUaRwQ,ev1SC6q8AolQWix0n577sg,4.0
v_8IhAUt_vh2WpHLhvG01g,VH2BjFjc9usDquDgoHhptA,5.0
WnheFaHC4RyDNTf6scisyg,OHXnDV01gLokiX1ELaQufA,3.0
OWtzJMlqA7cY559O80nqQg,cdX8lf5BsJjpC82dzgtBZA,2.0
e3jav1lBZRKP2iaCYHJHPQ,vOQ37XBxWePPfS5HJ7SoHw,4.0
QEpNF4Hag6_W9Stc-1Frvg,F80c5w4dUF1QoFcJG4JrmQ,4.0
vRjVhl3ONG2GfWY4NXJZbQ,1BrIPwRhJHOp6yBwjoRtgg,4.0
tLl6nrX280K-7crTpeTwTw,lMYs3z3Y7977TVMn6OWObA,1.0
GkbaBeSGvt-UmIcefpEARA,-1xuC540Nycht_iWFeJ-dw,5.0
yN4_omG3SfhS1rDPVN3eEQ,W-3Sy3fy85mQdd0ZNFKIiw,2.0
O3pSxv1SyHpY4qi4Q16KzA,ldUwLnF4grOEXE-LXN94QA,4.0
UhlXS6NdA5k4SRunpcKHJw,i-Bu8g-y6fuLFAmLsGo0GQ,2.0
J7g_rAtEt8kCVVI0WbEF2Q,_3FxLxdg1unUQc3QqIgJuA,5.0
Ovmw7wC78-PD8BUDS3xM5Q,2hyciWHsqnbqdEkUvO3KuQ,3.0
CA1N8B5ZkSiUJeOXYcWImg,bNHeKmkBx5emT9xLfdWyjw,5.0
DXh8yxwZCg5Ckj5kmDvKXw,749MsdV9v1SijXaLrY23pw,4.0
Figs8mO8s_aPRq2W7W0cYQ,ZoFnfG7yrQWpvGR-etdGTw,4.0
v-MO-EStxVV1kNlMbV-Olg,h7s4MRVvB726jWHCHiQ9kw,5.0
Reuq65EOFI938Yg8xgff9g,iXbjlUTqxlurMNAy58lYnQ,4.0
nWaIQ2NALlncIuhoUDDC3A,AALUV62lWxxVqDYaK-ckMw,5.0
4wp4XI9AxKNqJima-xahlg,nXgyXL-OXk6NGi477xt5eA,5.0
RrvBEf3Dwk57-6s0fJZwFw,A3JFTl4A3WrMLVWcV6G0Bw,2.0
gFz5GOyvexsJ0jvXn8Lnwg,LWk7Q5CTjpK-k_TfXdbApQ,4.0
dHxvSPU6PZqX1LQRXajGDQ,UgMGhcUZVYWcUeUjo6UDMg,3.0
698T9yypM-lneS0YBZHMzg,D8PegUiJu36ccPwg6Xp9kw,5.0
UYcmGbelzRa0Q6JqzLoguw,K-iqIqMTTvESaAz2KgwulA,5.0
eZeBuiVZWT7u3SktO7mv9w,GhCbfTGJtB8Y1ZVjTzx53A,3.0
mdqK00q-7PiClsb-wmzvMw,mIl2E5qSPveA6Bl9aXAMjw,3.0
qPVtjjp8sNQ32p9860SR9Q,oDcTa97TuRsNVg8urdw6qA,4.0
taPq7IxYskEWH7Vfc261pQ,_SzR2YKGpzdU3xC7VwaJGw,4.0
hvs6n04dKZheWJVzhB7TDg,akPyWKARJ_-ZmnVBgpLyRw,4.0
uz1_cds7yyehTPYnrArdYA,0p27EjcNwTI7Ey4K_MNPww,5.0
vYfFmRk0IP5T2n87EtQUxw,sCXNx2CqqYk_zcreDUdDFw,5.0
hGB2k9KIlJIMdpJZbBGA_A,Ti0YRN8_Wek7M7jVxj8Mog,4.0
r5lBLq4TC9lx2XpR-Ahkcg,38xokRb75s1T9TrBRAFKBA,5.0
YwaKGmRNnSa3R3N4Hf9jLw,ydcNlRMKs93AQpOhVkSrGQ,5.0
5DFshFQlbQiQTvtzH7qwlA,1QDkd1ay5Mgr4VaTPOIpCA,4.0
YWWDhFvemd93HKof8D-QoA,qb-XyoTeyCXv3Z8hricyAA,3.0
b8Q_YyNnwkcX2pTsyGYbTA,FjWg8J3zGcGXReEdHX2o-w,5.0
oZfEvCP9JMYzIp13AF2sPw,piZ4JqJI5WTljJuQV7yZHQ,5.0
WU9eoIz9KCcSB4bAxhOHXQ,6H8xfhoZ2IGa3eNiY5FqLA,5.0
57tf_RmT5o3BiFj2gpV-Jg,BuS11AF9XSHEShscxQEzeg,4.0
WtDFbn3YLJ5eUkiQ6Yx_Cw,rioQ_p2pILNbJ4Xp5jW6-Q,4.0
SsOiVav4V5_NjTl21Lj92w,SGP1jf6k7spXkgwBlhiUVw,5.0
JiRZzPhGTbcnzTpu-BsyEw,eUVH2Vs_sHApAKSV4iT2FQ,2.0
d8KR5c1ievS0C53h4fhEeQ,nT16Y6AsJDwEpUB1JICKzg,5.0
RWGJvGak18-mXGYQo5wFUA,CVR3kDHXzK1fd0RAqU1Efw,4.0
XKo5IT6o-WslzHPT69PRSQ,Yiw2jUJzUdFmglHZgj4RaQ,5.0
R2WPxxtYsVeODrJexPVpww,-j0CbYvlwuJ3Tfx__X38gA,4.0
EjivzO1K8IJP8qCkX9U3qA,Py97oycFokZ296KJ2Pe-hQ,2.0
v1hb1nHKep3IoDBTN3rfSA,_n7WS5jqFs89WHOINineqg,5.0
FIk4lQQu1eTe2EpzQ4xhBA,6Ct57qgmXwOnzfSZoUGh0Q,4.0
4guhHcnzrximsz-DeEvskg,BxRTF1hmGAzMzkTDsEp2gw,5.0
TbQrK7xLI7U1D_KLLeWgYA,eaiv4-X0JhNGP_2UmFmhGw,1.0
xotSWLK2liRhww_dHDa14Q,QE1tzFyyyRKV1p7C4LRukQ,4.0
Q9mA60HnY87C1TW5kjAZ6Q,TFftsYkRIUtdo6ZhRwJ2lQ,5.0
rCWrxuRC8_pfagpchtHp6A,1FDhJNAuPXRGbMi9x0muGA,4.0
_-yFnMPrRqMqc07SeIBDDg,aSDQk0wjskLdQRFg2TBt_A,4.0
vKUlUXLVylwdttu7h1_Y5Q,MtvN8vMiKcLkkz_tCvBx3g,4.0
5qAQt0mFuM8uWmymF-6iPQ,5LtZLznMWTNsciWBU3zg2g,4.0
UAsI2nJeMLbavSRU42nT9A,grtRbOhjogmnTXToPwFoNQ,5.0
s_PI8eOGJdoYCIGCSmBN8Q,74gDxr6rs_8tUTcS1vkr0Q,5.0
jknOtizX1pOfGeNCRyh_GQ,UidEFF1WpnU4duev4fjPlQ,4.0
kWj6AdUtkvbzhdsqRifwLQ,SrSEykSct5hUGg7YxQTU2Q,2.0
fVYJGPWqv_bFqi01JALVeQ,0XRJp2rZmBLM9sxkXzBGnQ,2.0
bCLqNCdhUdsmTj9Braespg,RrqcZLX05djKo1GVLMXMDQ,4.0
e3fdrK1tMCwWLr76LFe-cA,RGq0qjn2ifmnRWTJ8bfOPw,4.0
oQxGYo6ROSnsBMPAb1T9bQ,ElKDecG04X5yPbDB89nT5w,1.0
n0r_0HkCFaC175vXtIVcaQ,kRlbNhkKnmN_jy6zz_gqhg,5.0
tIjhXTwrkDJCo070eUIuhA,BGcrYtRjOc6eWtxOpD9cWQ,4.0
0WPWtuZhgGoWtPgSvNQSJg,TR0-w6VoZDAdvFQiq7P2Ug,4.0
ZrN6jjXI41GP7Oieae6CNQ,DQRhUU56vjhAJW0ZF1LLcg,3.0
qbjF0SFMb7KQfJjU4MDfVQ,El4FC8jcawUVgw_0EIcbaQ,3.0
DsVnd4PH2nkbxo8UeGW3Mw,gHq85iAANw1eIOVzkzRrpg,5.0
Kq_Cg-INSv4i8wNo1kDF-w,2B46bRpDh49eDyjXGhL_ZQ,5.0
jlu4CztcSxrKx56ba1a5AQ,XCxxPZ3Lu5mwmIo7IQRf1g,4.0
aIJ-2R1q5G7oqzBSgK_Vvw,LNGBEEelQx4zbfWnlc66cw,5.0
BX-wcnzFpCd3Nm3RjiFzbg,e7N0AW-sKkJmRIpEovxBAg,5.0
y3FcL4bLy0eLlkb0SDPnBQ,I-5qHCVwT7k_KH67-YOx3A,4.0
MxFNcMUjU5FXG2uqFYiP_g,BuHbMNbCQzzYi-3Y5w1c4Q,4.0
VlcasgkqiTuPi-nVT7rEtw,ES0ijQ-KlNPUoXl4tK1tDQ,4.0
whHnx4VOrMftB9oHp9RqLw,BN7KeClLq8DR-crgAImpcQ,3.0
M9TjYmTgHayJ22cNkyvW_g,VqZ-L3HXJlbZGRHs2DiT7g,5.0
TS_u3wKiD0rMLanZqVbcUg,G8WVrozcBBKZozhU7Gf6zA,4.0
En7f89rLinVHhSUvdGYj5w,7BILU6x_flaLHpTRbPMDag,5.0
pMefTWo6gMdx8WhYSA2u3w,_8VVawSvZbHs7Jts1_768g,2.0
17f-n5Rouu89FSKuc4c7xw,qVO3l9Q0-KVQE7W9JL9ePw,5.0
krK3nPLQ27BdQ2q4mZm0HA,uuaxHHCABQmJL12jrC5k2w,3.0
5jhjntvVWlbHuXhMQ4-X_g,ESaC7VsaUh2eeBFAhyYGiw,1.0
LQG9wFTmscbAATp8QWj1hg,7XcOd9PdPgiQ6e7S5MMwZg,5.0
i7QG1ixeuFwpemeLvmRKHA,kQIAP7I3y9qGZwJe-MZ-KQ,2.0
vJGLEHyhCs9V-5fAe-xx3w,kuJRRmmmDUXqwM6kNihXXA,3.0
esJ5E0pfjQ0UhSDVaix6Pg,0B3W6KxkD3o4W4l6cq735w,3.0
XNs2G2K0LFMmaP1ceUZQfA,nhfZW6Pi-oLQuhYcrcZJWw,5.0
jwctwzboGhQmtC50Juxa9A,r38xMabrCDVLhkkiVKBtSQ,4.0
rLafRDi22mMbZlBTDbZlBA,Qe8vFq-3HMld-ymBQLDnpg,3.0
JQNub2UCVlteDHlLc2casA,JezHN-9KKLTMbojq00VP0g,4.0
TbhyP24zYZqZ2VJZgu1wrg,p0CsAuiW9KCW_ySDNNRW1w,1.0
H7JLpACO44A3xVXnOt1Z_A,e9sB72njxz87r5TL6kG-Fw,5.0
hLfA1mB4BKKjrM1Z8IjKgg,cFyXbPxTAwKRlIqe-XLMcw,3.0
HRyFtrmf19GTKEM_kOa2pg,OVTZNSkSfbl3gVB9XQIJfw,4.0
MWKGiMZIe2ZjDe8VgGkWwQ,pv__91LMXAbNX50NgeO55g,4.0
NjNJ1JLnMlOfnDI6Oz6Qew,7xn6RDKmCanq2C8Fn-FNgg,4.0
ns4BbYwSwX1cdY7z2uU65A,2JeciNHrJE_tI-o2tUCu5w,2.0
fhAk9y00oF5yvXwn8gl3JQ,XNWXyFgCGaAwvg9QML2Ypw,4.0
l9YOhaPYvTJi_qfD3Y-wBQ,_qfTf3oMGtdQQNWjLJRirA,3.0
Ug0ujy9-jd0Oc2nk3KIotA,bX4gfj2Kj22Lwm-nSsnnfg,4.0
4vj_0BQeXjCyNB7ESS5mGg,3BCsAgo_1i4xMuTyLKMLRQ,5.0
KHbnJXr3gx4-JfI5U00YCg,JsUytp_MuZ4AX5JWfi2eLw,4.0
BfX5cChtKJZMhWHLB1K1eg,2EhBiUnUTl_H2s4DXdKCTg,5.0
aomkMAGFrL-gD6cqQjB4bw,zb61eT_ChYctlCXcIqlW6Q,4.0
XdLQep9R3V7EHwW2fjgK-g,jBh399TajGcH28Zo2J1pHw,3.0
JRwacA7kVVeP_L42hM8hlQ,xZfPdAYeimiruXuGR4nSUA,4.0
j-1qkha4h87wMfNfwPvfqQ,KmD1proYTcRtnJnNBpK_KA,4.0
8aXyfFUFrypoE6PkUQBtmg,EsVVTcYO9DhSK2oxakctjw,5.0
sMhvlIPGLUlRA7QsWlqBOg,mhYqhFq1W2YF02up_fL_wA,3.0
EoDVa1xeOQVzfVSeCJZPbg,8iQnANCXIy24hYZ1ITZN8g,4.0
9pbOJFanh66_QnIb5Fjblg,wfgM-QIJq-9v61ee_EmlWQ,5.0
XybrvLEZUD6lJpsy5P3gSA,g8OnV26ywJlZpezdBnOWUQ,2.0
ORJnGXXkS9tQBTNyPQJF9A,yVanb8fVmGtQFEYw05lZUQ,5.0
t-0_us3OTzs_ZhKy6fcamg,iGEvDk6hsizigmXhDKs2Vg,4.0
dHxvSPU6PZqX1LQRXajGDQ,EhIMjTklf4QPvRvMIhoQiA,3.0
7lXJ1xfcuVNk-i1B48oGvA,ydcNlRMKs93AQpOhVkSrGQ,4.0
TP84hS-tDZGv0vEDSowrxQ,DyVteo8Blf5gEfC9QbJE9A,2.0
-hietrA8M58asfpyJkCyiA,iuOK9_SBaJ5y0xzu4Fy4IQ,4.0
lg5f5JPxo6AjHz-EvW1hVQ,4oxLboB6UEcBxRwEjMrXag,5.0
1O638BDK_fWuxgTVJwff-A,DkZuVzYuylBanEsWK7mNGw,1.0
8P8dgzKDQg7OSlEiAUUqlQ,966W5oXOBW0ZWhNYy0yjcA,4.0
3sY-Wj7CKDb9YjQm7LG5Ew,w3PwDEbI0EDx4YI_BkFhIA,5.0
0dBZWWZBCWJ-1noLT6k88g,MQJxekA2SN8kmoo-kiq1dw,5.0
S2tfbnjoCzMX0U0B_cTXVw,OrAc9grH4J8yawkwUEymMA,5.0
-2gOxVWcnBr5DclrrsWXCA,jgtEoeE2uoA27J_UvbE20g,1.0
H5Asta4LpiKmRhSjWaogIg,Hqs4YNST_ZHbshwyi4bnsQ,4.0
68HjN_1C3Us_smf78s1eTg,1bXC3NewRsBL1gecvGXA-g,4.0
-QmmHtp57b3zT79APvRONA,Ed47ZME7NcLTZeIBUYsdog,4.0
shtTK2s3HkN1D0SfTIuAlA,iJpmIt-i9-VeChouLcPXbA,5.0
L8cvMZLWmM4qWTl9SkxJ8g,AMsfjpim5WohOzQJOtLyQg,4.0
fxrQSMhHlBv6eJVRdchG9Q,c_IwJKsPcjsNcIMmsLFrng,5.0
Xde3UEeqDU281Db-3NAxFA,if59L5DHM4pPMrCx9HuD8A,1.0
1yl8ETyRmPncCsXRivyQhQ,RNi6tW22UMgHwWLAb0mYdA,5.0
ySrgGSc7u9FzHaPX7vpgOw,b8fEuQPrf383f6pzdm8-1w,2.0
B2F7f8NdlBUESv8cskE-jw,4k3RlMAMd46DZ_JyZU0lMg,5.0
gf4tyQgQOtVMkOdvveRHVA,eoHdUeQDNgQ6WYEnP2aiRw,4.0
g_zeVgyExnemji9VPX0dgg,-OEIW0dO96-492qa_luxaw,4.0
k9pA-xp_9pg6xu_eFYwYig,BzK3zAdrKrC8W3xUzdwVyA,3.0
E2oq_BwdQmq_Vyte65icNg,mQWseGbBVPsoESvW1p6Jnw,4.0
KDNXgwGM_qEyIj-5NQr-mw,WVvqV0cmNR3j7ChPoI74hQ,4.0
Vqp0dpug9Db-kFHO3PkAaQ,i-NdezhBkAP2zoZGwwariw,4.0
mb_8jXannipO5T5V5kGXiQ,NImT1XHwwUmoHaPEjIIwRQ,3.0
7q1EFKcjUTQhUrmjY2ZRkw,k8BqCejnaMlw7aoVthvqyw,2.0
Y6otbk7H7mDMbXBVKL9yeA,3GEEy7RP6e4bT4LAiWFMFQ,5.0
C2C0GPKvzWWnP57Os9eQ0w,arv3T_av9OoVo3SvxV4TXw,2.0
U4INQZOPSUaj8hMjLlZ3KA,P6O50VeFlBIJpP0QPYsXbQ,5.0
h4cduDwCH8K9LJrowoJraA,Vf_RHj0f1VViEF6OYnEfUA,3.0
8DBH3BpLINfTAK_Up5BtUQ,vHt0CSynqesXox-9nBj7uA,3.0
GlxJs5r01_yqIgb4CYtiog,zRxKrysFBrKH76yhyVdrRA,5.0
7J6Hb7VuTsJq50iiNwqvCg,in1hs9ZPiywjuY1MpMZNkQ,3.0
ltr6Ek_FhZtIRL75cDwR4Q,E0vZWNBWe-LwdECQFIjnug,5.0
k58KNO8Rya-q8njKq8-uBQ,lDpVyjENOz_qbxbRoyBi8w,5.0
YI5sEimxyYrdeFbmsv_ssQ,GNIxpOWJcjx5pGN9IBgrYQ,4.0
3gRfkaVcEWri-Ju7OQX7uQ,i4l_Qr_zIz6PgyDktkf5dA,3.0
alUuOskFSl1bODjnce2PpQ,qEneEkjgJp8pLty7dIy_YA,3.0
B6cG3i52V1kaWqS2GyVZiA,lIDgEB1HnKAq03H1fpjzLQ,5.0
hnVXeRIxCf6CQc1wcRx3tg,b8ublvizuqIw3Ib8pK4fDw,3.0
RuID0Cs3Q3FLkkKVfPzHFw,GZifPY-KTnZQ9iYfGwT2wg,4.0
uGe2SkX3qd6WOfcvcVm9sw,aR0dWZeGyDjVpgJfBqYdpQ,3.0
BkMqpJikNc3r5itc-ui6ww,NoF90rswXBHESSyDaWeKKA,3.0
ulHMcirOj_xRV9GkGV2HRA,TvsEk9g5_RAsfVv3GV_SjQ,5.0
NXaIkd4sEMDiXlfHOJkO8Q,HKSyA7YZplj9i_vIdtwyzg,4.0
Clj5WdwsjRRBvN5byPvdlA,1CR2ddUcjYYwRd5JLtiRrw,3.0
933NaWG9W6Z-1pXMFPKOoQ,Bo3dqwrjRbGFDf3S59HzDQ,3.0
ktUxDtUAtoc3fgCopW9LLw,odyYR1Bg2bqmp1kVlm8OYw,5.0
NsHeN5dKRmYfJTmTxMITmQ,jD3Vjcd0GbXp1kY2pYmMqw,4.0
rTydTPQKKXoysaVPC0CLxw,wcTl3wOMCQ961bHptN1kww,4.0
bv-_iTWHzZucGb8mS_OAJg,ILq2TVP7mEJ1E-VoAt1_vw,2.0
5El0VTbAb-s0PgIcVbS6Kg,An-JJle53UMHokU4MwFktg,5.0
mBuhgyQ6Wix-1CKMJHbQag,R2gNwPARX31w68wjhuJ0zw,3.0
5YXcnjNQ1PsJK0GznDBH9Q,VFn4bTxMi5NbpF87h-apUg,4.0
-_2h2cJlBOWAYrfplMU-Cg,Jt28TYWanzKrJYYr0Tf1MQ,3.0
oJBUXpkWLEQMwRWi4XQnxA,e9sB72njxz87r5TL6kG-Fw,5.0
IwAzZe3iN9ZBMxW7lKM3Yw,BlvO20Oag6FZfq9zLk9LMg,2.0
2N692MSW2fVTGiWB-793FQ,Rd11Bosr8JkfoUhZLzpuxg,5.0
BgF9Iy2wKPLYAcU-1Kfq_w,YavRvjbLsvh4DYDJPAfJIA,1.0
3zb6GO3NLQzatWt3qrmrGA,GI-CAiZ_Gg3h21PwrANB4Q,5.0
NmC_ZemjAQ6TvzgeaAuTmA,csp7yhSDFkjdEKKGG7n6NA,5.0
KWdKeC_ePHdVSW43PcVpJA,hDL3Q-GNQlOuE04_zWEMJA,3.0
ACwBMSJzgW6vOvV7vOrk8Q,Iv24A0J5eRxZt0G3wigLVQ,2.0
c3_AdjAlMy4EJYQhuXADgA,1FlIbmN4aNJuXsGK0shnfQ,3.0
jFY8cEqe8JPPUoCuFqB7_g,c0yPNU-BqS65u0vIKP7P0w,5.0
Dto0VDsSLg0ycVKwFylh2Q,rbcfYmJtqwIkk17IeOI5Kw,4.0
thi-jmMx-himXfCw_EuDSw,xDMUoSI8yb7_FZlMqQGzkA,2.0
H5d_nFqzwrREE-YduK2ABg,oVVoLI-nLaPyksxUZgjQHw,5.0
pVj37cy4Y6FfH9YIlEhsZA,oRgoOhwCex1X9j1iQ9ou3w,2.0
0HxInQ94hVHVlO1FGPWctA,_cjPEH9wXhKS-HQe_U3M4Q,4.0
PkRFSQgSfca9Tamq7b2LdQ,QxSFIWk_hhSloUS6-IIUcg,2.0
9VRn47SH71kNkCKotY-anQ,pwtTn72x7Nqp1imaXw9LvQ,4.0
qM1rRdYScuxvCibTnfidpg,qgB0b1SgA8TRC72bryxuhg,5.0
SAPltgfFSgI1K9aUuOWcXw,k0XZ8kS5u2t0Pkd-_BqITg,3.0
d_uSfozaAZR4OpDNa8IiZQ,QHZw2L6LV1qmExNJbfhIsQ,1.0
uEEcEP_48tYFq7PabMBP5g,HUKSww1V_p1y29_GODgc9g,4.0
e3fdrK1tMCwWLr76LFe-cA,7H8Q6aTMDZIYEmhxsZMYfQ,5.0
pDvDLpD7CiMlIebsDPCRSQ,OiqDNSdnchr8zQhiMSInLQ,4.0
S10Q9h_W-MKyog8IdcCNCQ,Py97oycFokZ296KJ2Pe-hQ,3.0
VDsnV9Xc-akVbJC0hVtAQw,TCoBE_BkDRrK0bWrh5VueQ,3.0
g0LQ3Mzp5jup5w1_UcSKeA,IS_IWMsFRJii__17LsP1Og,2.0
PDKeV8unuC9uKH1EK3OEPg,LR0qF0FEVsCOhYWUOiH26A,1.0
hilL60vuuh06sMxs6Ckkog,BQm2v3M8MdoUWtWzVYTDxQ,3.0
0guV-tXB82pi2stV7a5g5Q,BjRi5W4tESsLRwVb85GIMQ,5.0
zaC3L_qy28bMLIvnoMng8Q,yhYhK7tb3la5KcLlVzG5Lw,1.0
